"_id","_labels","atcClassification","category","class","diseaseID","drugID","ensemblID","name","ncbiID","ncbiTaxID","providedBy","semanticType","symbol","type","uniprotID","_start","_end","_type","associationType","confidenceScore","identifier","providedBy","publication","relation","type"
"998",":Protein","","biolink:Protein","","","","[""ENSG00000083845""]","","6193","9606","intact_covid","","RPS5","","P46782",,,,,,,,,,
"1008",":Drug","R07AX01,R07AX,R07A,R07,R,Drug","Cytochrome P-450 Enzyme Inhibitors, Free Radical Scavengers, Oxides, Cardiovascular Agents, Cytochrome P-450 CYP3A4 Inhibitors (strength unknown), Hypotensive Agents, Reactive Nitrogen Species, Cytochrome P-450 CYP2B6 Inhibitors, Cytochrome P-450 CYP1A2 Inhibitors (strength unknown), Drugs that are Mainly Renally Excreted, Vasodilation, Peripheral Nervous System Agents, Antioxidants, Cytochrome P-450 CYP1A2 Inhibitors, Endothelium-Dependent Relaxing Factors, Compounds used in a research, industrial, or household setting, Nitrogen Compounds, Oxygen Compounds, Autonomic Agents, Free Radicals, Anti-Asthmatic Agents, Bronchodilator Agents, Respiratory System Agents, Gases, Neurotransmitter Agents, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors, Gasotransmitters, Nitrates and Nitrites, Methemoglobinemia Associated Agents, Cytochrome P-450 CYP2B6 Inhibitors (strength unknown), Vasodilating Agents, Nitrogen Oxides","","","DB00435","","Nitric Oxide","","","","","","Drug","",,,,,,,,,,
"1009",":Protein","","biolink:Protein","","","","[""ENSG00000173674""]","","1964","9606","intact_covid","","EIF1AX","","P47813",,,,,,,,,,
"1011",":Protein","","biolink:Protein","","","","[""ENSG00000106263""]","","8662","9606","intact_covid","","EIF3B","","P55884",,,,,,,,,,
"1014",":Drug","A05BA08,A05BA,A05B,A05,A,Drug","Triterpenes, Liver Therapy, Alimentary Tract and Metabolism, Anti-Inflammatory Agents, Pentacyclic Triterpenes, Liver Therapy, Lipotropics, BSEP/ABCB11 Substrates, Terpenes, Bile and Liver Therapy","","","DB13751","","Glycyrrhizic acid","","","","","","Drug","",,,,,,,,,,
"1016",":Drug","L01BC05,L01BC,L01B,L01,L,Drug","Ribonucleosides, Enzyme Inhibitors, Immunosuppressive Agents, Pyrimidine Analogues, Cytidine Deaminase Substrates, Drugs that are Mainly Renally Excreted, Nucleic Acid Synthesis Inhibitors, Pyrimidines, Nucleic Acids, Nucleotides, and Nucleosides, Glycosides, Carbohydrates, Pyrimidine Nucleosides, Noxae, P-glycoprotein substrates, Antineoplastic and Immunomodulating Agents, Antineoplastic Agents, Antimetabolites, P-glycoprotein substrates with a Narrow Therapeutic Index, Myelosuppressive Agents, Narrow Therapeutic Index Drugs, Nucleoside Metabolic Inhibitor, Ribonucleotide Reductases, antagonists & inhibitors, Nucleosides, Toxic Actions, Deoxyribonucleosides","","","DB00441","","Gemcitabine","","","","","","Drug","",,,,,,,,,,
"1017",":Protein","","biolink:Protein","","","","[""ENSG00000104408""]","","3646","9606","intact_covid","","EIF3E","","P60228",,,,,,,,,,
"1024",":Protein","","biolink:Protein","","","","[""ENSG00000122406""]","","6125","9606","intact_covid","","RPL5","","P46777",,,,,,,,,,
"1027",":Protein","","biolink:Protein","","","","[""ENSG00000136942""]","","11224","9606","intact_covid","","RPL35","","P42766",,,,,,,,,,
"1029",":Protein","","biolink:Protein","","","","[""ENSG00000163682""]","","6133","9606","intact_covid","","RPL9P9","","P32969",,,,,,,,,,
"1033",":Protein","","biolink:Protein","","","","[""ENSG00000134001""]","","1965","9606","intact_covid","","EIF2S1","","P05198",,,,,,,,,,
"1034",":Protein","","biolink:Protein","","","","[""ENSG00000174444""]","","6124","9606","intact_covid","","RPL4","","P36578",,,,,,,,,,
"1035",":Protein","","biolink:Protein","","","","[""ENSG00000125977""]","","8894","9606","intact_covid","","EIF2S2","","P20042",,,,,,,,,,
"1036",":Protein","","biolink:Protein","","","","[""ENSG00000107581""]","","8661","9606","intact_covid","","EIF3A","","Q14152",,,,,,,,,,
"1037",":Protein","","biolink:Protein","","","","[""ENSG00000204628""]","","10399","9606","intact_covid","","RACK1","","P63244",,,,,,,,,,
"1042",":Protein","","biolink:Protein","","","","[""ENSG00000171863""]","","6201","9606","intact_covid","","RPS7","","P62081",,,,,,,,,,
"1046",":Protein","","biolink:Protein","","","","[""ENSG00000110700""]","","6207","9606","intact_covid","","RPS13","","P62277",,,,,,,,,,
"1047",":Drug","L01EX14,L01EX,L01E,L01,L,Drug","QTc Prolonging Agents, Enzyme Inhibitors, Cytochrome P-450 Substrates, Tyrosine Kinase Inhibitors, Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index, P-glycoprotein substrates, Pyrazoles, Antineoplastic and Immunomodulating Agents, Antineoplastic Agents, Amides, Cytochrome P-450 CYP3A4 Substrates, P-glycoprotein substrates with a Narrow Therapeutic Index, Heterocyclic Compounds, Fused-Ring, Protein Kinase Inhibitors, Narrow Therapeutic Index Drugs, Cytochrome P-450 CYP3A Substrates, P-glycoprotein inhibitors, Benzene Derivatives, Kinase Inhibitor","","","DB11986","","Entrectinib","","","","","","Drug","",,,,,,,,,,
"1048",":Protein","","biolink:Protein","","","","[""ENSG00000145425"",""ENSG00000292158""]","","6189","9606","intact_covid","","RPS3A","","P61247",,,,,,,,,,
"1055",":Protein","","biolink:Protein","","","","[""ENSG00000105193""]","","6217","9606","intact_covid","","RPS16","","P62249",,,,,,,,,,
"1058",":Protein","","biolink:Protein","","","","[""ENSG00000164587""]","","6208","9606","intact_covid","","RPS14","","P62263",,,,,,,,,,
"1063",":Protein","","biolink:Protein","","","","[""ENSG00000124614""]","","6204","9606","intact_covid","","RPS10","","P46783",,,,,,,,,,
"1064",":Protein","","biolink:Protein","","","","[""ENSG00000108107""]","","6158","9606","intact_covid","","RPL28","","P46779",,,,,,,,,,
"1065",":Protein","","biolink:Protein","","","","[""ENSG00000142937""]","","6202","9606","intact_covid","","RPS8","","P62241",,,,,,,,,,
"1066",":Protein","","biolink:Protein","","","","[""ENSG00000089157""]","","6175","9606","intact_covid","","RPLP0","","P05388",,,,,,,,,,
"1067",":Drug","G03EA03,G03EA,G03E,G03,G,Drug;G03XX01,G03XX,G03X,G03,G,Drug;A14AA07,A14AA,A14A,A14,A,Drug","Immunologic Factors, Sex Hormones and Modulators of the Genital System, Cytochrome P-450 Substrates, Cytochrome P-450 CYP3A7 Substrates, Cytochrome P-450 Enzyme Inhibitors, 17-Ketosteroids, Adrenal Cortex Hormones, Genito Urinary System and Sex Hormones, OATP1B3 substrates, Hormones, Cytochrome P-450 CYP3A4 Substrates, OATP2B1/SLCO2B1 substrates, Fused-Ring Compounds, Cytochrome P-450 CYP3A7 Inhibitors (strength unknown), Alimentary Tract and Metabolism, Anabolic Agents for Systemic Use, Androgens and Estrogens, Androstan Derivatives, Gonadal Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Adjuvants, Immunologic, Androstenes, Ketosteroids, Gonadal Steroid Hormones, Androstanes, BCRP/ABCG2 Substrates, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A4 Substrates (strength unknown), Cytochrome P-450 CYP3A Substrates, Androstenols, Cytochrome P-450 CYP3A7 Inhibitors, Anabolic Steroids, OATP1B1/SLCO1B1 Substrates, Testosterone Congeners, Steroids","","","DB01708","","Prasterone","","","","","","Drug","",,,,,,,,,,
"1075",":Protein","","biolink:Protein","","","","[""ENSG00000114391""]","","6152","9606","intact_covid","","RPL24","","P83731",,,,,,,,,,
"1077",":Protein","","biolink:Protein","","","","[""ENSG00000116251""]","","6146","9606","intact_covid","","RPL22","","P35268",,,,,,,,,,
"1078",":Drug","B02BX08,B02BX,B02B,B02,B,Drug","Blood and Blood Forming Organs, Cytochrome P-450 CYP2C8 Inducers, P-glycoprotein substrates, BCRP/ABCG2 Inhibitors, Thrombopoietin Receptor Agonist, Cytochrome P-450 CYP2C8 Inducers (weak), Cytochrome P-450 Enzyme Inducers, Receptors, Thrombopoietin, agonists, Sulfur Compounds, Cytochrome P-450 CYP2C9 Inducers (weak), Cytochrome P-450 CYP2C9 Inducers, Hemostatics, OAT3/SLC22A8 Inhibitors","","","DB11995","","Avatrombopag","","","","","","Drug","",,,,,,,,,,
"1079",":Protein","","biolink:Protein","","","","[""ENSG00000100353""]","","8664","9606","intact_covid","","EIF3D","","O15371",,,,,,,,,,
"1081",":Protein","","biolink:Protein","","","","[""ENSG00000156508""]","","1915","9606","intact_covid","","EEF1A1","","P68104",,,,,,,,,,
"1082",":Protein","","biolink:Protein","","","","[""ENSG00000100129""]","","51386","9606","intact_covid","","EIF3L","","Q9Y262",,,,,,,,,,
"1083",":Protein","","biolink:Protein","","","","[""ENSG00000233927""]","","6234","9606","intact_covid","","RPS28","","P62857",,,,,,,,,,
"1086",":Protein","","biolink:Protein","","","","[""ENSG00000134419""]","","6210","9606","intact_covid","","RPS15A","","P62244",,,,,,,,,,
"1087",":Protein","","biolink:Protein","","","","[""ENSG00000143947""]","","6233","9606","intact_covid","","RPS27A","","P62979",,,,,,,,,,
"1096",":Protein","","biolink:Protein","","","","[""ENSG00000179010""]","","93621","9606","intact_covid","","MRFAP1","","Q9Y605",,,,,,,,,,
"1097",":Protein","","biolink:Protein","","","","[""ENSG00000010017""]","","10048","9606","intact_covid","","RANBP9","","Q96S59",,,,,,,,,,
"1106",":Protein","","biolink:Protein","","","","[""ENSG00000174437""]","","488","9606","intact_covid","","ATP2A2","","P16615",,,,,,,,,,
"1140",":Protein","","biolink:Protein","","","","[""ENSG00000280951"",""ENSG00000148248""]","","6836","9606","intact_covid","","SURF4","","O15260",,,,,,,,,,
"1144",":Protein","","biolink:Protein","","","","[""ENSG00000253729""]","","5591","9606","intact_covid","","PRKDC","","P78527",,,,,,,,,,
"1148",":Protein","","biolink:Protein","","","","[""ENSG00000147475""]","","11160","9606","intact_covid","","ERLIN2","","O94905",,,,,,,,,,
"1149",":Protein","","biolink:Protein","","","","[""ENSG00000169446""]","","93380","9606","intact_covid","","MMGT1","","Q8N4V1",,,,,,,,,,
"1151",":Protein","","biolink:Protein","","","","[""ENSG00000153561""]","","64795","9606","intact_covid","","RMND5A","","Q9H871",,,,,,,,,,
"1159",":Protein","","biolink:Protein","","","","[""ENSG00000140612""]","","23478","9606","intact_covid","","SEC11A","","P67812",,,,,,,,,,
"1162",":Protein","","biolink:Protein","","","","[""ENSG00000112208""]","","9532","9606","intact_covid","","BAG2","","O95816",,,,,,,,,,
"1170",":Protein","","biolink:Protein","","","","[""ENSG00000101193""]","","54994","9606","intact_covid","","GID8","","Q9NWU2",,,,,,,,,,
"1171",":Protein","","biolink:Protein","","","","[""ENSG00000094631""]","","10013","9606","intact_covid","","HDAC6","","Q9UBN7",,,,,,,,,,
"1175",":Drug","C01BD07,C01BD,C01B,C01,C,Drug","Cytochrome P-450 CYP2D6 Inhibitors, Highest Risk QTc-Prolonging Agents, QTc Prolonging Agents, Cytochrome P-450 Substrates, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (moderate), OATP1B3 inhibitors, OCT1 inhibitors, Cardiovascular Agents, Cytochrome P-450 CYP3A4 Substrates, Benzofurans, Cytochrome P-450 CYP2D6 Substrates with a Narrow Therapeutic Index, Adrenergic Antagonists, Cytochrome P-450 CYP2D6 Inhibitors (moderate), Adrenergic alpha-1 Receptor Antagonists, Drugs causing inadvertant photosensitivity, Bradycardia-Causing Agents, Antiarrhythmic agents, Antiarrhythmics, Class III, OATP1B1/SLCO1B1 Inhibitors, Cytochrome P-450 CYP3A5 Inhibitors (strength unknown), Cytochrome P-450 CYP3A5 Substrates, Adrenergic alpha-Antagonists, Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index, Cytochrome P-450 CYP3A5 Inhibitors, Cytochrome P-450 CYP3A5 Substrates with a Narrow Therapeutic Index, Heterocyclic Compounds, Fused-Ring, Cytochrome P-450 CYP3A Inhibitors, Narrow Therapeutic Index Drugs, Cytochrome P-450 CYP3A Substrates, Photosensitizing Agents, OCT2 Inhibitors, Agents that produce hypertension, Cytochrome P-450 CYP3A4 Inhibitors, Cytochrome P-450 CYP2D6 Substrates, OAT3/SLC22A8 Inhibitors, P-glycoprotein inhibitors, Cardiac Therapy","","","DB04855","","Dronedarone","","","","","","Drug","",,,,,,,,,,
"1176",":Drug","J01DD01,J01DD,J01D,J01,J,Drug","Nephrotoxic agents, Third-Generation Cephalosporins, Cephacetrile, Amides, Lactams, Thiazines, beta-Lactams, Antiinfectives for Systemic Use, Anti-Infective Agents, OAT1/SLC22A6 inhibitors, Heterocyclic Compounds, Fused-Ring, Anti-Bacterial Agents, Sulfur Compounds, Cephalosporins, OAT3/SLC22A8 Inhibitors, Antibacterials for Systemic Use, Agents that reduce seizure threshold","","","DB00493","","Cefotaxime","","","","","","Drug","",,,,,,,,,,
"1177",":Drug","N04BX02,N04BX,N04B,N04,N,Drug","Cytochrome P-450 CYP2D6 Inhibitors, Enzyme Inhibitors, Cytochrome P-450 Enzyme Inhibitors, Nervous System, Anti-Parkinson Drugs, Anti-Dyskinesia Agents, COMT Inhibitors, Central Nervous System Depressants, Phenols, UGT1A9 Substrates, Central Nervous System Agents, Benzene Derivatives, Cytochrome P-450 CYP2D6 Inhibitors (weak), Dopamine Agents","","","DB00494","","Entacapone","","","","","","Drug","",,,,,,,,,,
"1178",":Drug","L02BB01,L02BB,L02B,L02,L,Drug","Endocrine Therapy, Androgen Receptor Antagonists, Antineoplastic Agents, Hormonal, Amines, Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 Substrates, Hormones, Hormone Substitutes, and Hormone Antagonists, Aniline Compounds, Antineoplastic and Immunomodulating Agents, Antineoplastic Agents, Amides, Androgen Receptor Inhibitors, Hormone Antagonists and Related Agents, Cytochrome P-450 CYP3A4 Substrates, Drugs that are Mainly Renally Excreted, Anilides, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP1A2 Substrates, Antiandrogens, Hormone Antagonists, Methemoglobinemia Associated Agents, Antiandrogens, non-steroidal","","","DB00499","","Flutamide","","","","","","Drug","",,,,,,,,,,
"1180",":Drug","B01AA02,B01AA,B01A,B01,B,Drug","Anticoagulants, Blood and Blood Forming Organs, Narrow Therapeutic Index Drugs, Hematologic Agents, Indans, Indenes, Vitamin K Antagonists","","","DB00498","","Phenindione","","","","","","Drug","",,,,,,,,,,
"1182",":Protein","","biolink:Protein","","","","[""ENSG00000183574"",""ENSG00000228907"",""ENSG00000228405"",""ENSG00000225452"",""ENSG00000223767"",""ENSG00000204308"",""ENSG00000227277""]","","6048","9606","intact_covid","","RNF5","","Q99942",,,,,,,,,,
"1184",":Protein","","biolink:Protein","","","","[""ENSG00000128585""]","","4289","9606","intact_covid","","MKLN1","","Q9UL63",,,,,,,,,,
"1185",":Protein","","biolink:Protein","","","","[""ENSG00000171425""]","","51545","9606","intact_covid","","ZNF581","","Q9P0T4",,,,,,,,,,
"1188",":Protein","","biolink:Protein","","","","[""ENSG00000164916""]","","221937","9606","intact_covid","","FOXK1","","P85037",,,,,,,,,,
"1192",":Drug","L01EM02,L01EM,L01E,L01,L,Drug","Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 CYP3A7 Substrates with a Narrow Therapeutic Index, Cytochrome P-450 Substrates, Cytochrome P-450 CYP3A7 Substrates, Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index, P-glycoprotein substrates, Antineoplastic and Immunomodulating Agents, Phosphatidylinositol-3-kinase (Pi3K) inhibitors, Antineoplastic Agents, Cytochrome P-450 CYP3A5 Substrates with a Narrow Therapeutic Index, MATE inhibitors, Cytochrome P-450 CYP3A4 Substrates, P-glycoprotein substrates with a Narrow Therapeutic Index, Heterocyclic Compounds, Fused-Ring, Protein Kinase Inhibitors, BCRP/ABCG2 Substrates, Narrow Therapeutic Index Drugs, Cytochrome P-450 CYP3A Substrates, MATE 2 Inhibitors, Kinase Inhibitor","","","DB12483","","Copanlisib","","","","","","Drug","",,,,,,,,,,
"1193",":Protein","","biolink:Protein","","","","[""ENSG00000048828""]","","23196","9606","intact_covid","","FAM120A","","Q9NZB2",,,,,,,,,,
"1205",":Protein","","biolink:Protein","","","","[""ENSG00000141084""]","","57610","9606","intact_covid","","RANBP10","","Q6VN20",,,,,,,,,,
"1211",":Protein","","biolink:Protein","","","","[""ENSG00000107566""]","","10613","9606","intact_covid","","ERLIN1","","O75477",,,,,,,,,,
"1212",":Protein","","biolink:Protein","","","","[""ENSG00000127022"",""ENSG00000283777""]","","821","9606","intact_covid","","CANX","","P27824",,,,,,,,,,
"1216",":Protein","","biolink:Protein","","","","[""ENSG00000131467""]","","10197","9606","intact_covid","","PSME3","","P61289",,,,,,,,,,
"1221",":Protein","","biolink:Protein","","","","[""ENSG00000121022""]","","10987","9606","intact_covid","","COPS5","","Q92905",,,,,,,,,,
"1222",":Protein","","biolink:Protein","","","","[""ENSG00000163220""]","","6280","9606","intact_covid","","S100A9","","P06702",,,,,,,,,,
"1224",":Protein","","biolink:Protein","","","","[""ENSG00000169727""]","","2873","9606","intact_covid","","GPS1","","Q13098",,,,,,,,,,
"1226",":Protein","","biolink:Protein","","","","[""ENSG00000100906""]","","4792","9606","intact_covid","","NFKBIA","","P25963",,,,,,,,,,
"1228",":Protein","","biolink:Protein","","","","[""ENSG00000100097""]","","3956","9606","intact_covid","","LGALS1","","P09382",,,,,,,,,,
"1231",":Protein","","biolink:Protein","","","","[""ENSG00000166200""]","","9318","9606","intact_covid","","COPS2","","P61201",,,,,,,,,,
"1234",":Protein","","biolink:Protein","","","","[""ENSG00000168090""]","","10980","9606","intact_covid","","COPS6","","Q7L5N1",,,,,,,,,,
"1235",":Protein","","biolink:Protein","","","","[""ENSG00000141030""]","","8533","9606","intact_covid","","COPS3","","Q9UNS2",,,,,,,,,,
"1236",":Protein","","biolink:Protein","","","","[""ENSG00000055130""]","","8454","9606","intact_covid","","CUL1","","Q13616",,,,,,,,,,
"1237",":Protein","","biolink:Protein","","","","[""ENSG00000143546""]","","6279","9606","intact_covid","","S100A8","","P05109",,,,,,,,,,
"1238",":Protein","","biolink:Protein","","","","[""ENSG00000150991""]","","7316","9606","intact_covid","","UBC","","P0CG48",,,,,,,,,,
"1240",":Protein","","biolink:Protein","","","","[""ENSG00000036672""]","","9099","9606","intact_covid","","USP2","","O75604",,,,,,,,,,
"1243",":Protein","","biolink:Protein","","","","[""ENSG00000165119""]","","3190","9606","intact_covid","","HNRNPK","","P61978",,,,,,,,,,
"1244",":Drug","L01EA03,L01EA,L01E,L01,L,Drug","Cytochrome P-450 CYP2D6 Inhibitors, Highest Risk QTc-Prolonging Agents, QTc Prolonging Agents, Cytochrome P-450 CYP2C8 Inducers, Cytochrome P-450 Substrates, Immunosuppressive Agents, Cytochrome P-450 Enzyme Inhibitors, Tyrosine Kinase Inhibitors, Cytochrome P-450 CYP2B6 Inducers (strength unknown), Cytochrome P-450 CYP3A4 Inhibitors (strength unknown), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A4 Inhibitors (strong), Cytochrome P-450 Enzyme Inducers, Cytochrome P-450 CYP2C9 Inhibitors, Cytochrome P-450 CYP2B6 Inducers, Cytochrome P-450 CYP2D6 Inhibitors (moderate), Cytochrome P-450 CYP2C8 Inhibitors (moderate), Drugs causing inadvertant photosensitivity, OATP1B1/SLCO1B1 Inhibitors, Cytochrome P-450 CYP2C8 Inhibitors, Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index, P-glycoprotein substrates, Antineoplastic and Immunomodulating Agents, Antineoplastic Agents, BCRP/ABCG2 Inhibitors, UGT1A1 Inhibitors, P-glycoprotein substrates with a Narrow Therapeutic Index, Myelosuppressive Agents, Protein Kinase Inhibitors, Bcr-Abl Tyrosine Kinase Inhibitors, BCRP/ABCG2 Substrates, Cytochrome P-450 CYP3A Inhibitors, Narrow Therapeutic Index Drugs, Cytochrome P-450 CYP3A Substrates, Photosensitizing Agents, Cytochrome P-450 CYP2C9 Inhibitors (strength unknown), Cytochrome P-450 CYP3A4 Inhibitors, P-glycoprotein inhibitors, Cytochrome P-450 CYP2C8 Inducers (strength unknown), Hyperglycemia-Associated Agents, Kinase Inhibitor","","","DB04868","","Nilotinib","","","","","","Drug","",,,,,,,,,,
"1245",":Protein","","biolink:Protein","","","","[""ENSG00000113013""]","","3313","9606","intact_covid","","HSPA9","","P38646",,,,,,,,,,
"1247",":Protein","","biolink:Protein","","","","[""ENSG00000129559"",""ENSG00000285246""]","","4738","9606","intact_covid","","NEDD8","","Q15843",,,,,,,,,,
"1248",":Protein","","biolink:Protein","","","","[""ENSG00000144524""]","","64708","9606","intact_covid","","COPS7B","","Q9H9Q2",,,,,,,,,,
"1251",":Protein","","biolink:Protein","","","","[""ENSG00000138663""]","","51138","9606","intact_covid","","COPS4","","Q9BT78",,,,,,,,,,
"1253",":Protein","","biolink:Protein","","","","[""ENSG00000240247"",""ENSG00000285176""]","","728358","9606","intact_covid","","DEFA1B","","P59665",,,,,,,,,,
"1254",":Protein","","biolink:Protein","","","","[""ENSG00000198612""]","","10920","9606","intact_covid","","COPS8","","Q99627",,,,,,,,,,
"1260",":Protein","","biolink:Protein","","","","[""ENSG00000132514""]","","10462","9606","intact_covid","","CLEC10A","","Q8IUN9",,,,,,,,,,
"1261",":Protein","","biolink:Protein","","","","[""ENSG00000096063""]","","6732","9606","intact_covid","","SRPK1","","Q96SB4",,,,,,,,,,
"1263",":Protein","","biolink:Protein","","","","[""ENSG00000135250""]","","6733","9606","intact_covid","","SRPK2","","P78362",,,,,,,,,,
"1267",":Protein","","biolink:Protein","","","","[""ENSG00000123104""]","","3709","9606","intact_covid","","ITPR2","","Q14571",,,,,,,,,,
"1273",":Protein","","biolink:Protein","","","","[""ENSG00000147649""]","","92140","9606","intact_covid","","MTDH","","Q86UE4",,,,,,,,,,
"1275",":Protein","","biolink:Protein","","","","[""ENSG00000149925""]","","226","9606","intact_covid","","ALDOA","","P04075",,,,,,,,,,
"1276",":Protein","","biolink:Protein","","","","[""ENSG00000077312""]","","6626","9606","intact_covid","","SNRPA","","P09012",,,,,,,,,,
"1277",":Protein","","biolink:Protein","","","","[""ENSG00000165637""]","","7417","9606","intact_covid","","VDAC2","","P45880",,,,,,,,,,
"1279",":Protein","","biolink:Protein","","","","[""ENSG00000103932""]","","26015","9606","intact_covid","","RPAP1","","Q9BWH6",,,,,,,,,,
"1282",":Protein","","biolink:Protein","","","","[""ENSG00000153066""]","","51061","9606","intact_covid","","TXNDC11","","Q6PKC3",,,,,,,,,,
"1283",":Protein","","biolink:Protein","","","","[""ENSG00000168439""]","","10963","9606","intact_covid","","STIP1","","P31948",,,,,,,,,,
"1285",":Protein","","biolink:Protein","","","","[""ENSG00000111641""]","","4839","9606","intact_covid","","NOP2","","P46087",,,,,,,,,,
"1286",":Protein","","biolink:Protein","","","","[""ENSG00000083535""]","","10464","9606","intact_covid","","PIBF1","","Q8WXW3",,,,,,,,,,
"1288",":Protein","","biolink:Protein","","","","[""ENSG00000170312""]","","983","9606","intact_covid","","CDK1","","P06493",,,,,,,,,,
"1291",":Protein","","biolink:Protein","","","","[""ENSG00000127483""]","","50809","9606","intact_covid","","HP1BP3","","Q5SSJ5",,,,,,,,,,
"1292",":Protein","","biolink:Protein","","","","[""ENSG00000133858""]","","196441","9606","intact_covid","","ZFC3H1","","O60293",,,,,,,,,,
"1293",":Protein","","biolink:Protein","","","","[""ENSG00000175054""]","","545","9606","intact_covid","","ATR","","Q13535",,,,,,,,,,
"1297",":Protein","","biolink:Protein","","","","[""ENSG00000116641""]","","85440","9606","intact_covid","","DOCK7","","Q96N67",,,,,,,,,,
"1298",":Protein","","biolink:Protein","","","","[""ENSG00000113194""]","","23197","9606","intact_covid","","FAF2","","Q96CS3",,,,,,,,,,
"1302",":Protein","","biolink:Protein","","","","[""ENSG00000117395""]","","10969","9606","intact_covid","","EBNA1BP2","","Q99848",,,,,,,,,,
"1304",":Protein","","biolink:Protein","","","","[""ENSG00000179950""]","","22827","9606","intact_covid","","PUF60","","Q9UHX1",,,,,,,,,,
"1305",":Protein","","biolink:Protein","","","","[""ENSG00000152795""]","","9987","9606","intact_covid","","HNRNPDL","","O14979",,,,,,,,,,
"1307",":Protein","","biolink:Protein","","","","[""ENSG00000077549""]","","832","9606","intact_covid","","CAPZB","","P47756",,,,,,,,,,
"1309",":Protein","","biolink:Protein","","","","[""ENSG00000170950""]","","5232","9606","intact_covid","","PGK2","","P07205",,,,,,,,,,
"1310",":Protein","","biolink:Protein","","","","[""ENSG00000108312""]","","7343","9606","intact_covid","","UBTF","","P17480",,,,,,,,,,
"1311",":Protein","","biolink:Protein","","","","[""ENSG00000197157""]","","27044","9606","intact_covid","","SND1","","Q7KZF4",,,,,,,,,,
"1314",":Protein","","biolink:Protein","","","","[""ENSG00000124207""]","","1434","9606","intact_covid","","CSE1L","","P55060",,,,,,,,,,
"1316",":Protein","","biolink:Protein","","","","[""ENSG00000001036""]","","2519","9606","intact_covid","","FUCA2","","Q9BTY2",,,,,,,,,,
"1319",":Protein","","biolink:Protein","","","","[""ENSG00000099821""]","","5442","9606","intact_covid","","POLRMT","","O00411",,,,,,,,,,
"1322",":Drug","A10BH02,A10BH,A10B,A10,A,Drug;A10BD08,A10BD,A10B,A10,A,Drug","Cycloparaffins, Enzyme Inhibitors, Glucagon-Like Peptide 1, P-glycoprotein substrates, Protease Inhibitors, Blood Glucose Lowering Agents, DPP-IV Inhibitors, Alimentary Tract and Metabolism, Bridged-Ring Compounds, Pyrrolidines, Drugs Used in Diabetes, Nitriles, Agents causing angioedema, Oral Hypoglycemics","","","DB04876","","Vildagliptin","","","","","","Drug","",,,,,,,,,,
"1326",":Protein","","biolink:Protein","","","","[""ENSG00000134308""]","","10971","9606","intact_covid","","YWHAQ","","P27348",,,,,,,,,,
"1327",":Protein","","biolink:Protein","","","","[""ENSG00000065548""]","","55854","9606","intact_covid","","ZC3H15","","Q8WU90",,,,,,,,,,
"1328",":Protein","","biolink:Protein","","","","[""ENSG00000184575""]","","11260","9606","intact_covid","","XPOT","","O43592",,,,,,,,,,
"1329",":Protein","","biolink:Protein","","","","[""ENSG00000011007""]","","6924","9606","intact_covid","","ELOA","","Q14241",,,,,,,,,,
"1330",":Protein","","biolink:Protein","","","","[""ENSG00000170759""]","","3799","9606","intact_covid","","KIF5B","","P33176",,,,,,,,,,
"1331",":Protein","","biolink:Protein","","","","[""ENSG00000060138""]","","8531","9606","intact_covid","","YBX3","","P16989",,,,,,,,,,
"1335",":Protein","","biolink:Protein","","","","[""ENSG00000163468""]","","7203","9606","intact_covid","","CCT3","","P49368",,,,,,,,,,
"1336",":Protein","","biolink:Protein","","","","[""ENSG00000115091""]","","10096","9606","intact_covid","","ACTR3","","P61158",,,,,,,,,,
"1338",":Protein","","biolink:Protein","","","","[""ENSG00000170004""]","","1107","9606","intact_covid","","CHD3","","Q12873",,,,,,,,,,
"1339",":Protein","","biolink:Protein","","","","[""ENSG00000104517""]","","51366","9606","intact_covid","","UBR5","","O95071",,,,,,,,,,
"1340",":Protein","","biolink:Protein","","","","[""ENSG00000113810""]","","10051","9606","intact_covid","","SMC4","","Q9NTJ3",,,,,,,,,,
"1342",":Protein","","biolink:Protein","","","","[""ENSG00000143549""]","","7170","9606","intact_covid","","TPM3","","P06753",,,,,,,,,,
"1343",":Protein","","biolink:Protein","","","","[""ENSG00000110880""]","","23603","9606","intact_covid","","CORO1C","","Q9ULV4",,,,,,,,,,
"1345",":Protein","","biolink:Protein","","","","[""ENSG00000152684""]","","53918","9606","intact_covid","","PELO","","Q9BRX2",,,,,,,,,,
